STID,time,gauge_precipitation_matched,nlat,elon,Height,Reflectivity,Zdr,Kdp,Rhohv,PrecipRateZ
ADAX,6/8/2022 6:15,,34.79950521437148,-96.66803162,,,,,,
ADAX,6/8/2022 6:25,,34.799576742318074,-96.66793754,,,,,,
ADAX,6/8/2022 6:35,,34.799576742318074,-96.66793754,,,,,,
ADAX,6/8/2022 6:45,,34.79945755806177,-96.6680943,,,,,,
ADAX,6/8/2022 6:50,,34.7997498,-96.66771029,,,,,,
ADAX,6/8/2022 6:55,,34.79974382928227,-96.66771811,,,,,,
ADAX,6/8/2022 7:00,,34.799751743012536,-96.66770773,,,,,,
ADAX,6/8/2022 7:05,,34.79979151458001,-96.66765544,,,,,,
ADAX,6/8/2022 7:10,,34.799417829976335,-96.66814655,,,,,,
ADAX,6/8/2022 7:15,,34.79966428614734,-96.66782259,,,,,,
ADAX,6/8/2022 7:20,,34.79966431513537,-96.66782265,,,,,,
ADAX,6/8/2022 7:25,,34.79979941381626,-96.66764503,,,,,,
ADAX,6/8/2022 7:30,,34.79952117,-96.66801067,,,,,,
ADAX,6/8/2022 7:35,,34.79975175750655,-96.66770762,,,,,,
ADAX,6/8/2022 7:40,,34.799688085314166,-96.6677913,,,,,,
ADAX,6/8/2022 7:45,,34.79968018607792,-96.66780172,,,,,,
ADAX,6/8/2022 7:50,,34.79982737276438,-96.66760839,,,,,,
ADAX,6/8/2022 7:55,,34.799751743012536,-96.66770771,,,,,,
ADAX,6/8/2022 8:00,,34.79980741451059,-96.66763453,,,,,,
ADAX,6/8/2022 9:55,,34.79970402872679,-96.66777039,,,,,,
ADAX,6/8/2022 10:00,,34.79984724,-96.6675823,,,,,,
ADAX,6/8/2022 10:05,,34.79983919987774,-96.66759275,,,,,,
ADAX,6/8/2022 10:10,,34.799894871375784,-96.66751965,,,,,,
ADAX,6/8/2022 10:15,,34.79957682928214,-96.66793759,,,,,,
ADAX,6/8/2022 10:20,,34.799743843776284,-96.66771813,,,,,,
ADAX,6/8/2022 10:25,,34.79980745799262,-96.66763448,,,,,,
ADAX,6/8/2022 10:30,,34.799874985592055,-96.66754576,,,,,,
ADAX,6/8/2022 10:35,,34.79970401423277,-96.66777034,,,,,,
ADAX,6/8/2022 10:40,,34.79969610050251,-96.66778084,,,,,,
ADAX,6/8/2022 10:45,,34.79961652837955,-96.66788527,,,,,,
ADAX,6/8/2022 10:50,,34.79962452907388,-96.66787487,,,,,,
ADAX,6/8/2022 10:55,,34.799775600155414,-96.66767628,,,,,,
ADAX,6/8/2022 11:00,,34.79994662224374,-96.66745174,,,,,,
ADAX,6/8/2022 11:05,,34.799529100502376,-96.6680002,,,,,,
ADAX,6/8/2022 11:10,0,34.79960863,-96.6678957,1097.9401923055857,6.5,6.09375,9.139378865559896e-07,0.9454166516661644,0.029636643
ADAX,6/8/2022 11:15,0,34.799783528379685,-96.66766593,1097.9401923055857,6.5,7.302083333333333,1.1258655124240452e-06,0.9572222034136454,0.033847976
ADAX,6/8/2022 13:55,,34.79987507255612,-96.66754571,,,,,,
ADAX,6/8/2022 14:00,,34.799982473181096,-96.66740465,,,,,,
ADAX,6/8/2022 14:05,,34.79975970022483,-96.66769728,,,,,,
ADAX,6/8/2022 14:10,,34.79968414294305,-96.66779651,,,,,,
ADAX,6/8/2022 14:15,,34.799871086702964,-96.66755096,,,,,,
ADAX,6/8/2022 14:20,,34.79961257151442,-96.66789048,,,,,,
ADAX,6/8/2022 14:25,,34.79983132,-96.66760317,,,,,,
ADAX,6/8/2022 14:30,,34.79969610050251,-96.66778073,,,,,,
ADAX,6/8/2022 14:35,,34.79959272921272,-96.66791668,,,,,,
ADAX,6/8/2022 14:40,,34.79964042900446,-96.66785393,,,,,,
ADAX,6/8/2022 14:45,,34.799642400190024,-96.66785134,,,,,,
ADAX,6/8/2022 14:50,,34.79987896,-96.66754057,,,,,,
ADAX,6/8/2022 14:55,,34.799894871375784,-96.66751965,,,,,,
ADAX,6/8/2022 15:00,0,34.799751743012536,-96.66770773,1097.9401923055857,15.408756423128562,3.546223958333333,0.096880264,0.9169444361080724,0.091859083
ADAX,6/8/2022 15:05,0.25,34.79982731841184,-96.66760839,1097.9401923055857,15.87338087070444,2.6256510416666665,0.089770569,0.9324999892463288,0.1046638706124265
ADAX,6/8/2022 15:10,0.25,34.79965634342906,-96.66783306,1097.9401923055857,17.422025823413865,1.7200520833333333,0.1072063181135389,0.941736102,0.1645779236176162
ADAX,6/8/2022 15:15,0.25,34.79983924335977,-96.66759278,1097.9401923055857,20.91544103,2.1315104166666665,0.079119762,0.9511805487175782,0.3309448567523319
ADAX,6/8/2022 15:20,0.25,34.799879058409275,-96.66754057,1097.9401923055857,34.44140182294256,1.7311197916666663,0.089341985,0.9834722181161244,2.364745024335099
ADAX,6/8/2022 15:25,4.06,34.79971195695106,-96.66775991,1097.9401923055857,37.75959261001309,0.8209635416666666,0.2414169576432969,0.9704166700442632,5.550695728158345
ADAX,6/8/2022 15:30,15.489999999999998,34.79958280806187,-96.66792964,1097.9401923055857,39.51096503015495,0.8524305555555556,0.3135253323449029,0.9726543249907316,8.079784278550726
ADAX,6/8/2022 15:35,19.809999999999995,34.799727885869665,-96.66773905,1097.9401923055857,40.74124294044485,0.9098958333333332,0.4037294387817383,0.973000004,10.228806884681976
ADAX,6/8/2022 15:40,24.89,34.79953704322066,-96.66798976,1097.9401923055857,42.45265865864296,0.9493371212121212,0.4370251761542426,0.9746969739596048,13.69576986328061
ADAX,6/8/2022 15:45,28.45,34.79972596178964,-96.66774164,1097.9401923055857,42.569079299185006,0.9631076388888888,0.4505544238620334,0.9757407456636428,14.351914798416354
ADAX,6/8/2022 15:50,30.73,34.799791500085995,-96.66765543,1097.9401923055857,42.62345818,1.036892361111111,0.4437047110663519,0.9787963007887204,14.751151799516622
ADAX,6/8/2022 15:55,31.239999999999995,34.79965431426745,-96.66783565,1097.9401923055857,42.64080912359256,1.0282118055555556,0.4441968599955241,0.980416672,14.92519674998463
ADAX,6/8/2022 16:00,31.5,34.79968811430219,-96.66779123,1097.9401923055857,42.66651853676939,1.0052083333333333,0.4434565967983669,0.9806481533580356,15.137824266482694
ADAX,6/8/2022 16:05,31.5,34.79958474,-96.66792708,1097.9401923055857,42.68680079778122,1.072048611111111,0.4462033907572428,0.9862037102381388,15.324526895967113
ADAX,6/8/2022 16:10,31.5,34.79969610050251,-96.66778075,1097.9401923055857,42.72244771258917,1.0729166666666667,0.4429866472880046,0.9865740819109812,15.597402215820487
ADAX,6/8/2022 16:15,31.75,34.79961659,-96.66788527,1097.9401923055857,43.03690709985438,1.097222222222222,0.4616278012593587,0.9865740819109812,16.96699151747979
ADAX,6/8/2022 16:20,32.77,34.79975175750655,-96.66770762,1097.9401923055857,42.79956180448117,1.0130208333333337,0.4562689993116591,0.9869444519281388,16.225271629273866
ADAX,6/8/2022 16:25,29.21,34.79968809980818,-96.66779122,1097.9401923055857,42.26503457650867,0.9153645833333334,0.3066241211361355,0.9909259329239528,14.396892258423334
ADAX,6/8/2022 16:30,18.04,34.79956884308182,-96.66794799,1097.9401923055857,41.56645250854548,0.8598090277777778,0.2277944352891709,0.9912963029411104,12.417729689133614
ADAX,6/8/2022 16:35,14.23,34.7995927,-96.66791663,1097.9401923055857,40.57256439552498,0.796875,0.1467065811157226,0.9930092659261492,10.378980866989748
ADAX,6/8/2022 16:40,9.4,34.799727885869665,-96.66773895,1097.9401923055857,37.260288063471634,0.7682291666666666,0.1099980937110053,0.9934259321954516,6.649639142490863
ADAX,6/8/2022 16:45,6.09,34.79975977269489,-96.66769718,1097.9401923055857,35.40790296906498,0.7352430555555557,0.078829447,0.9939351909690431,5.068883342947171
ADAX,6/8/2022 16:50,4.069999999999997,34.79982329994716,-96.66761362,1097.9401923055857,35.456845158120124,0.7434895833333334,0.073750046,0.9937963022126092,5.102545550942853
ADAX,6/8/2022 16:55,3.809999999999999,34.79983919987774,-96.66759273,1097.9401923055857,35.46638481237486,0.7990451388888888,0.073096646,0.9930092659261492,5.113521667035702
ADAX,6/8/2022 17:00,3.8100000000000014,34.79971992865736,-96.66774945,1097.9401923055857,35.425885310246464,0.8389756944444445,0.073795504,0.9926388959089916,5.060522316472756
ADAX,6/8/2022 17:05,3.8100000000000014,34.799759743706865,-96.66769714,1097.9401923055857,35.82096435,0.8849826388888888,0.063632647,0.9929166734218596,5.486696338460735
ADAX,6/8/2022 17:10,4.060000000000002,34.79969610050251,-96.66778082,1097.9401923055857,36.08242395782712,0.8980034722222222,0.065306346,0.9936111172040304,5.7741650160888405
ADAX,6/8/2022 17:15,4.32,34.79972787137565,-96.66773902,1097.9401923055857,34.81040808128689,0.9079861111111112,0.051484876,0.9935648209518856,4.885494015563794
ADAX,6/8/2022 17:20,3.559999999999995,34.79991085827044,-96.66749875,1097.9401923055857,34.387722058914335,0.984375,0.051173449,0.9934722284475962,4.649870848310326
ADAX,6/8/2022 17:25,3.559999999999995,34.79954104356783,-96.66798452,1097.9401923055857,34.51319005814916,1.01171875,0.051950852,0.99333334,4.753826477508572
ADAX,6/8/2022 17:30,3.549999999999997,34.799815436945934,-96.66762403,1097.9401923055857,34.35703443790282,1.0494791666666667,0.06372412,0.99333334,4.626493946020371
ADAX,6/8/2022 17:35,3.3000000000000043,34.79962452907388,-96.6678747,1097.9401923055857,34.47834021958911,1.1002604166666667,0.06406188,0.9930555621782938,4.718839366685141
ADAX,6/8/2022 17:40,3.3000000000000043,34.79969605702048,-96.66778081,1097.9401923055857,34.59874879215431,1.12890625,0.067395608,0.9927777846654257,4.822296858132616
ADAX,6/8/2022 17:45,3.3100000000000023,34.79980343590444,-96.66763973,1097.9401923055857,34.89862559237467,1.1640625,0.065786759,0.9927777846654257,5.0920562121261375
ADAX,6/8/2022 17:50,3.5500000000000043,34.79977956426755,-96.6676711,1097.9401923055857,34.99080699791095,1.2096354166666667,0.0718805,0.9925000071525574,5.184755692208477
ADAX,6/8/2022 17:55,3.5600000000000023,34.79952906426735,-96.66800025,1097.9401923055857,35.346663862035534,1.19140625,0.078467607,0.99333334,5.537925903
ADAX,6/8/2022 18:00,3.809999999999995,34.79957680754112,-96.66793749,1097.9401923055857,35.29405620137641,1.19140625,0.073235432,0.9938888947168986,5.463714155311732
ADAX,6/8/2022 18:05,3.559999999999995,34.799684164684066,-96.66779638,1097.9401923055857,34.77208663820932,1.17578125,0.081350644,0.9941666722297668,4.949611638
ADAX,6/8/2022 18:10,3.309999999999995,34.799421794088474,-96.66814131,1097.9401923055857,34.175272100663975,1.11328125,0.079002857,0.9944444497426352,4.404961092747233
ADAX,6/8/2022 18:15,2.799999999999997,34.79962452907388,-96.6678747,1097.9401923055857,33.44171850886251,1.0546875,0.068639994,0.9944444497426352,3.844545848682712
ADAX,6/8/2022 18:20,2.539999999999999,34.799755714371685,-96.66770241,1097.9401923055857,33.01851060248294,0.9930555555555556,0.064581527,0.9942592647340563,3.4877068020193924
ADAX,6/8/2022 18:25,2.289999999999999,34.79973186447581,-96.66773372,1097.9401923055857,32.52731302259968,1.003472222222222,0.059030506,0.9942592647340563,3.1509244286491547
ADAX,6/8/2022 18:30,2.039999999999999,34.79954097834478,-96.66798458,1097.9401923055857,32.258809980785294,0.9318576388888888,0.056486342,0.9942592647340563,2.940285176570601
ADAX,6/8/2022 18:35,1.779999999999994,34.799779607749585,-96.6676711,1097.9401923055857,31.324302343868577,0.8033854166666666,0.029450946,0.9937500059604644,2.4274359644071883
ADAX,6/8/2022 18:40,1.529999999999994,34.79971990691635,-96.6677495,1097.9401923055857,30.515113878387226,0.5598958333333334,0.021326754,0.9694444499909878,2.026302331391038
ADAX,6/8/2022 18:45,1.269999999999996,34.79961259325544,-96.6678905,1097.9401923055857,29.161104455091685,0.4144965277777777,0.018736177,0.9468055595126418,1.544351911317588
ADAX,6/8/2022 18:50,0.77,34.79970797,-96.66776517,1097.9401923055857,26.91007585534145,0.8168402777777777,0.003499005,0.9300000025994248,1.018173003468323
ADAX,6/8/2022 18:55,0.51,34.79966029304718,-96.66782785,1097.9401923055857,21.813496128701768,0.4392361111111111,-0.004850176,0.9006944451895026,0.4764574825517085
ADAX,6/8/2022 19:00,,34.79964840071077,-96.66784341,,,,,,
ADAX,6/8/2022 19:05,,34.79977958600857,-96.66767107,,,,,,
ADAX,6/8/2022 19:10,,34.79952910774938,-96.66800017,,,,,,
ADAX,6/8/2022 19:15,,34.79978354,-96.66766584,,,,,,
ADAX,6/8/2022 19:20,,34.79979156530905,-96.66765545,,,,,,
ADAX,6/8/2022 19:25,,34.79977956426755,-96.66767104,,,,,,
ADAX,6/8/2022 19:30,,34.79969607151449,-96.66778082,,,,,,
ADAX,6/8/2022 19:35,,34.799517215412976,-96.66801587,,,,,,
ADAX,6/8/2022 19:40,,34.79970402872679,-96.66777027,,,,,,
ADAX,6/8/2022 19:45,,34.79975574,-96.66770241,,,,,,
ADAX,6/8/2022 20:05,,34.79967222886562,-96.66781218,,,,,,
ADAX,6/8/2022 20:10,,34.80008987380608,-96.66726375,,,,,,
ADAX,6/8/2022 20:15,0,34.79982737276438,-96.66760855,1097.9401923055857,7.114126071303585,0.828125,6.382995181613653e-05,0.922380928,0.024179109
ADAX,6/8/2022 20:20,0,34.79969605702048,-96.66778087,1097.9401923055857,7.114126071303585,1.4557291666666667,6.38696882459867e-05,0.9436110804478328,0.026740838
ADAX,6/8/2022 20:25,0,34.79966031,-96.66782788,1097.9401923055857,7.114126071303585,1.4557291666666667,6.347232394748409e-05,0.9436110804478328,0.026740838
ADAX,6/8/2022 20:30,0,34.79974380029425,-96.66771805,1097.9401923055857,7.114126071303585,1.4557291666666667,-0.001440843,0.9436110804478328,0.026740838
ADAX,6/8/2022 20:35,0,34.79976760670809,-96.66768685,1097.9401923055857,7.114126071303585,1.4557291666666667,-0.001440803,0.9436110804478328,0.026740838
ADAX,6/8/2022 20:40,0,34.79950521437148,-96.66803159,1097.9401923055857,7.114126071303585,1.4557291666666667,-0.003287633,0.9436110804478328,0.026740838
ADAX,6/8/2022 20:45,0,34.799887030115585,-96.66753007,1097.9401923055857,7.114126071303585,0.0546875,-0.003287117,0.9436110804478328,0.026431465
ADAX,6/8/2022 20:50,0,34.799719950398384,-96.66774939,1097.9401923055857,7.114126071303585,-0.315625,-0.003287514,0.9766666352748872,0.029463072
ADAX,6/8/2022 20:55,0,34.79959272921272,-96.66791659,1097.9401923055857,7.114126071303585,-0.315625,-0.003287594,0.9766666352748872,0.029463072
ADAX,6/8/2022 21:00,0,34.799791500085995,-96.6676554,1097.9401923055857,7.114126071303585,-0.3203125,-0.00465246,1.0233332961797714,0.033173003
ADAX,6/8/2022 21:05,0,34.79976765019012,-96.66768677,1097.9401923055857,6,1.4765625,-0.004653176,0.9766666293144226,0.020384131
ADAX,6/8/2022 21:10,0,34.799616542873565,-96.66788529,1097.9401923055857,6,3.53125,-0.004653573,0.9516666332880656,0.022749251
BYAR,6/8/2022 1:25,,34.851236717827895,-97.00237712,,,,,,
BYAR,6/8/2022 1:35,,34.85126904193008,-97.00229221,,,,,,
BYAR,6/8/2022 1:45,,34.85124749252863,-97.00234882,,,,,,
BYAR,6/8/2022 1:55,,34.851236717827895,-97.00237712,,,,,,
BYAR,6/8/2022 2:05,,34.85124749252863,-97.00234882,,,,,,
BYAR,6/8/2022 2:10,,34.85126904193008,-97.00229221,,,,,,
BYAR,6/8/2022 2:20,,34.851236717827895,-97.00237712,,,,,,
BYAR,6/8/2022 2:30,,34.851236717827895,-97.00237712,,,,,,
BYAR,6/8/2022 2:40,,34.851236717827895,-97.00237712,,,,,,
BYAR,6/8/2022 2:50,,34.851236717827895,-97.00237712,,,,,,
BYAR,6/8/2022 3:00,,34.851258267229355,-97.00232052,,,,,,
BYAR,6/8/2022 3:10,,34.851258267229355,-97.00232052,,,,,,
BYAR,6/8/2022 3:20,,34.851236717827895,-97.00237712,,,,,,
BYAR,6/8/2022 3:30,,34.851258267229355,-97.00232052,,,,,,
BYAR,6/8/2022 3:40,,34.851258267229355,-97.00232052,,,,,,
BYAR,6/8/2022 3:50,,34.85124749252863,-97.00234882,,,,,,
BYAR,6/8/2022 4:00,,34.85124749252863,-97.00234882,,,,,,
BYAR,6/8/2022 4:10,,34.851236717827895,-97.00237712,,,,,,
BYAR,6/8/2022 4:20,,34.85122597481747,-97.00240544,,,,,,
BYAR,6/8/2022 4:30,,34.851236717827895,-97.00237712,,,,,,
BYAR,6/8/2022 4:40,,34.85124749252863,-97.00234882,,,,,,
BYAR,6/8/2022 4:50,,34.851258267229355,-97.00232052,,,,,,
BYAR,6/8/2022 5:00,,34.851258267229355,-97.00232052,,,,,,
BYAR,6/8/2022 5:10,,34.851236717827895,-97.00237712,,,,,,
BYAR,6/8/2022 5:15,,34.851258267229355,-97.00232052,,,,,,
BYAR,6/8/2022 5:25,,34.85122597481747,-97.00240544,,,,,,
BYAR,6/8/2022 5:35,,34.851258267229355,-97.00232052,,,,,,
BYAR,6/8/2022 5:45,,34.851236717827895,-97.00237712,,,,,,
BYAR,6/8/2022 5:55,,34.851258267229355,-97.00232052,,,,,,
BYAR,6/8/2022 6:05,,34.85122597481747,-97.00240544,,,,,,
BYAR,6/8/2022 6:15,,34.851258267229355,-97.00232052,,,,,,
BYAR,6/8/2022 6:25,,34.85122597481747,-97.00240544,,,,,,
BYAR,6/8/2022 6:35,,34.851258267229355,-97.00232052,,,,,,
BYAR,6/8/2022 6:45,,34.85126904193008,-97.0022923,,,,,,
BYAR,6/8/2022 6:50,,34.851406522357834,-97.0019313,,,,,,
BYAR,6/8/2022 6:55,,34.85129060189497,-97.00223562,,,,,,
BYAR,6/8/2022 7:00,,34.85131214,-97.00217902,,,,,,
BYAR,6/8/2022 7:05,,34.851333732388184,-97.00212238,,,,,,
BYAR,6/8/2022 7:10,,34.851276225063906,-97.00227341,,,,,,
BYAR,6/8/2022 7:15,,34.851369669184145,-97.00202799,,,,,,
BYAR,6/8/2022 7:20,,34.85131935555712,-97.0021601,,,,,,
BYAR,6/8/2022 7:25,,34.85138044388487,-97.00199975,,,,,,
BYAR,6/8/2022 7:30,,34.85144157446636,-97.0018393,,,,,,
BYAR,6/8/2022 7:35,,34.851312182986725,-97.00217904,,,,,,
BYAR,6/8/2022 7:40,,34.85129778502879,-97.00221675,,,,,,
BYAR,6/8/2022 7:45,,34.85127263349699,-97.00228278,,,,,,
BYAR,6/8/2022 7:50,,34.85136070611202,-97.00205162,,,,,,
BYAR,6/8/2022 7:55,,34.85131937668398,-97.00216011,,,,,,
BYAR,6/8/2022 8:00,,34.85133372182475,-97.00212237,,,,,,
BYAR,6/8/2022 8:05,,34.85138406714208,-97.00199027,,,,,,
BYAR,6/8/2022 8:10,,34.85143619239771,-97.00185345,,,,,,
BYAR,6/8/2022 8:15,,34.851373271314486,-97.00201856,,,,,,
BYAR,6/8/2022 8:20,,34.851283439888014,-97.0022545,,,,,,
BYAR,6/8/2022 8:25,,34.8513283,-97.00213656,,,,,,
BYAR,6/8/2022 8:30,,34.85133016194814,-97.00213182,,,,,,
BYAR,6/8/2022 8:35,,34.851236717827895,-97.00237712,,,,,,
BYAR,6/8/2022 8:45,,34.85126904193008,-97.00229221,,,,,,
BYAR,6/8/2022 8:55,,34.85124749252863,-97.00234882,,,,,,
BYAR,6/8/2022 9:05,,34.85124749252863,-97.00234882,,,,,,
BYAR,6/8/2022 9:10,,34.85147395138571,-97.00175441,,,,,,
BYAR,6/8/2022 9:15,,34.85125286403384,-97.00233474,,,,,,
BYAR,6/8/2022 9:20,,34.85131214,-97.00217901,,,,,,
BYAR,6/8/2022 9:25,,34.85129059133154,-97.00223561,,,,,,
BYAR,6/8/2022 9:30,,34.85128699976463,-97.00224505,,,,,,
BYAR,6/8/2022 9:35,,34.85130138,-97.00220737,,,,,,
BYAR,6/8/2022 9:40,,34.85141998281117,-97.00189596,,,,,,
BYAR,6/8/2022 9:45,,34.85137681006424,-97.00200922,,,,,,
BYAR,6/8/2022 9:50,,34.85128520398118,-97.00224976,,,,,,
BYAR,6/8/2022 9:55,,34.85139133478335,-97.00197151,,,,,,
BYAR,6/8/2022 10:00,,34.85133011969441,-97.00213186,,,,,,
BYAR,6/8/2022 10:05,,34.85141998281117,-97.00189596,,,,,,
BYAR,6/8/2022 10:10,,34.85130141884943,-97.00220733,,,,,,
BYAR,6/8/2022 10:15,,34.85132292599716,-97.00215071,,,,,,
BYAR,6/8/2022 10:20,,34.85132296296917,-97.00215065,,,,,,
BYAR,6/8/2022 10:25,,34.85138760589183,-97.00198087,,,,,,
BYAR,6/8/2022 10:30,,34.85137144912245,-97.0020233,,,,,,
BYAR,6/8/2022 10:35,0,34.85137684175453,-97.00200918,905.9564113,6.700048517403138,3.700284090909091,8.477105034722222e-07,0.909595949,0.020679738
BYAR,6/8/2022 10:40,0,34.85135887335655,-97.00205634,905.9564113,6.700048517403138,3.4569128787878785,8.212195502387152e-07,0.9260605966502968,0.020421564
BYAR,6/8/2022 10:45,0,34.85126543979974,-97.0023017,905.9564113,6.700048517403138,3.830018939393939,6.357828776041666e-07,0.9346464524666468,0.020323469
BYAR,6/8/2022 10:50,0,34.85134987595327,-97.00207993,905.9564113,7.323328533677985,3.8307291666666665,7.152557373046875e-07,0.9281666532158852,0.019618378
BYAR,6/8/2022 10:55,0,34.85131576399021,-97.0021696,905.9564113,5.614126071303586,3.502893518518518,6.755193074544271e-07,0.916851842,0.018758106
BYAR,6/8/2022 11:00,0,34.85131214,-97.00217902,905.9564113,5.614126071303586,3.849609375,5.165735880533854e-07,0.9229166544973848,0.018553214
BYAR,6/8/2022 11:05,0,34.85133737677226,-97.00211297,905.9564113,5.614126071303586,4.470982142857142,6.755193074544271e-07,0.913095223,0.018774102
BYAR,6/8/2022 11:10,0,34.85133372182475,-97.00212237,905.9564113,5.614126071303586,4.755208333333333,1.099374559190538e-06,0.9361110925674436,0.01968889
BYAR,6/8/2022 11:15,0,34.85129418289845,-97.00222618,905.9564113,6.5,5.890625,1.284811231825087e-06,0.9333333174387614,0.017875082
BYAR,6/8/2022 11:25,,34.851484741931586,-97.00172612,,,,,,
BYAR,6/8/2022 11:30,,34.85129777446536,-97.00221675,,,,,,
BYAR,6/8/2022 11:35,,34.85134446483518,-97.00209411,,,,,,
BYAR,6/8/2022 11:40,,34.85128339763429,-97.00225453,,,,,,
BYAR,6/8/2022 11:45,,34.851317528083364,-97.00216486,,,,,,
BYAR,6/8/2022 11:50,,34.85141646518829,-97.00190541,,,,,,
BYAR,6/8/2022 11:55,,34.85130675338263,-97.00219316,,,,,,
BYAR,6/8/2022 12:00,,34.85130678507293,-97.00219318,,,,,,
BYAR,6/8/2022 12:05,,34.85129777446536,-97.00221675,,,,,,
BYAR,6/8/2022 12:10,,34.85133731339166,-97.00211293,,,,,,
BYAR,6/8/2022 12:15,,34.85134451237063,-97.00209404,,,,,,
BYAR,6/8/2022 12:20,,34.851419993374606,-97.00189594,,,,,,
BYAR,6/8/2022 12:25,,34.85126904193008,-97.00229221,,,,,,
BYAR,6/8/2022 12:30,,34.85138403545178,-97.00199031,,,,,,
BYAR,6/8/2022 12:35,,34.85127980078566,-97.00226399,,,,,,
BYAR,6/8/2022 12:40,,34.85128340819772,-97.00225454,,,,,,
BYAR,6/8/2022 12:45,,34.851330140821275,-97.00213181,,,,,,
BYAR,6/8/2022 12:50,,34.85132838200983,-97.00213651,,,,,,
BYAR,6/8/2022 12:55,,34.85127982719425,-97.00226398,,,,,,
BYAR,6/8/2022 13:00,,34.85131214,-97.00217901,,,,,,
BYAR,6/8/2022 13:05,,34.85139840171942,-97.00195255,,,,,,
BYAR,6/8/2022 13:10,,34.851380454448304,-97.00199969,,,,,,
BYAR,6/8/2022 13:15,,34.85123133047753,-97.00239136,,,,,,
BYAR,6/8/2022 13:20,,34.85141640180769,-97.00190537,,,,,,
BYAR,6/8/2022 13:25,,34.85133917255571,-97.00210822,,,,,,
BYAR,6/8/2022 13:30,,34.85135529235307,-97.00206584,,,,,,
BYAR,6/8/2022 13:35,,34.851301366032274,-97.00220731,,,,,,
BYAR,6/8/2022 13:40,,34.851391218585604,-97.00197145,,,,,,
BYAR,6/8/2022 13:45,,34.85132296296917,-97.00215065,,,,,,
BYAR,6/8/2022 13:50,,34.85138763758212,-97.00198088,,,,,,
BYAR,6/8/2022 13:55,,34.85129059133154,-97.00223562,,,,,,
BYAR,6/8/2022 14:00,,34.85142538600668,-97.00188173,,,,,,
BYAR,6/8/2022 14:05,,34.85133731339166,-97.00211293,,,,,,
BYAR,6/8/2022 14:10,,34.851403789069785,-97.0019384,,,,,,
BYAR,6/8/2022 14:15,,34.851376820627664,-97.00200917,,,,,,
BYAR,6/8/2022 14:20,,34.85136069026687,-97.0020516,,,,,,
BYAR,6/8/2022 14:25,,34.851402035540055,-97.00194317,,,,,,
BYAR,6/8/2022 14:30,,34.85139301436905,-97.0019667,,,,,,
BYAR,6/8/2022 14:35,,34.85131219355016,-97.00217904,,,,,,
BYAR,6/8/2022 14:40,,34.85133369013445,-97.00212241,,,,,,
BYAR,6/8/2022 14:45,2.03,34.851333737669904,-97.00212235,905.9564113,38.09000090997207,4.592664930555556,0.093583584,0.9010879554682308,4.286527456843346
BYAR,6/8/2022 14:50,,34.85139843340971,-97.00195254,,,,,,
